source language,target language,translation engine,is preferred engine?
ts,zu,Google,False
tt,af,Google,False
tt,am,Google,False
tt,ar,Google,False
tt,arz,Google,False
tt,as,Google,False
tt,ay,Google,False
tt,az,Google,False
tt,be,Google,False
tt,be-tarask,Google,False
tt,bg,Google,False
tt,bho,Google,False
tt,bm,Google,False
tt,bn,Google,False
tt,bs,Google,False
tt,ca,Google,False
tt,ceb,Google,False
tt,ckb,Google,False
tt,co,Google,False
tt,cs,Google,False
tt,cy,Google,False
tt,da,Google,False
tt,de,Google,False
tt,dv,Google,False
tt,ee,Google,False
tt,el,Google,False
tt,en,Google,False
tt,eo,Google,False
tt,es,Google,False
tt,et,Google,False
tt,eu,Google,False
tt,fa,Google,False
tt,fi,Google,False
tt,fr,Google,False
tt,fy,Google,False
tt,ga,Google,False
tt,gan,Google,False
tt,gd,Google,False
tt,gl,Google,False
tt,gn,Google,False
tt,gom,Google,False
tt,gu,Google,False
tt,ha,Google,False
tt,haw,Google,False
tt,he,Google,False
tt,hi,Google,False
tt,hr,Google,False
tt,ht,Google,False
tt,hu,Google,False
tt,hy,Google,False
tt,id,Google,False
tt,ig,Google,False
tt,ilo,Google,False
tt,is,Google,False
tt,it,Google,False
tt,ja,Google,False
tt,jv,Google,False
tt,ka,Google,False
tt,kk,Google,False
tt,km,Google,False
tt,kn,Google,False
tt,ko,Google,False
tt,ku,Google,False
tt,ky,Google,False
tt,la,Google,False
tt,lb,Google,False
tt,lg,Google,False
tt,ln,Google,False
tt,lo,Google,False
tt,lt,Google,False
tt,lv,Google,False
tt,mai,Google,False
tt,mg,Google,False
tt,mi,Google,False
tt,mk,Google,False
tt,ml,Google,False
tt,mn,Google,False
tt,mni,Google,False
tt,mr,Google,False
tt,ms,Google,False
tt,mt,Google,False
tt,my,Google,False
tt,ne,Google,False
tt,nl,Google,False
tt,no,Google,False
tt,nso,Google,False
tt,ny,Google,False
tt,om,Google,False
tt,or,Google,False
tt,pa,Google,False
tt,pl,Google,False
tt,ps,Google,False
tt,pt,Google,False
tt,qu,Google,False
tt,ro,Google,False
tt,ru,Google,False
tt,rw,Google,False
tt,sa,Google,False
tt,sd,Google,False
tt,sh,Google,False
tt,si,Google,False
tt,simple,Google,False
tt,sk,Google,False
tt,sl,Google,False
tt,sm,Google,False
tt,sn,Google,False
tt,so,Google,False
tt,sq,Google,False
tt,sr,Google,False
tt,st,Google,False
tt,su,Google,False
tt,sv,Google,False
tt,sw,Google,False
tt,ta,Google,False
tt,te,Google,False
tt,tg,Google,False
tt,th,Google,False
tt,ti,Google,False
tt,tk,Google,False
tt,tl,Google,False
tt,tr,Google,False
tt,ts,Google,False
tt,tw,Google,False
tt,ug,Google,False
tt,uk,Google,False
tt,ur,Google,False
tt,uz,Google,False
tt,vi,Google,False
tt,wuu,Google,False
tt,xh,Google,False
tt,yi,Google,False
tt,yo,Google,False
tt,yue,Google,False
tt,zh,Google,False
tt,zu,Google,False
tw,af,Google,False
tw,am,Google,False
tw,ar,Google,False
tw,arz,Google,False
tw,as,Google,False
tw,ay,Google,False
tw,az,Google,False
tw,be,Google,False
tw,be-tarask,Google,False
tw,bg,Google,False
tw,bho,Google,False
tw,bm,Google,False
tw,bn,Google,False
tw,bs,Google,False
tw,ca,Google,False
tw,ceb,Google,False
tw,ckb,Google,False
tw,co,Google,False
tw,cs,Google,False
tw,cy,Google,False
tw,da,Google,False
tw,de,Google,False
tw,dv,Google,False
tw,ee,Google,False
tw,el,Google,False
tw,en,Google,False
tw,eo,Google,False
tw,es,Google,False
tw,et,Google,False
tw,eu,Google,False
tw,fa,Google,False
tw,fi,Google,False
tw,fr,Google,False
tw,fy,Google,False
tw,ga,Google,False
tw,gan,Google,False
tw,gd,Google,False
tw,gl,Google,False
tw,gn,Google,False
tw,gom,Google,False
tw,gu,Google,False
tw,ha,Google,False
tw,haw,Google,False
tw,he,Google,False
tw,hi,Google,False
tw,hr,Google,False
tw,ht,Google,False
tw,hu,Google,False
tw,hy,Google,False
tw,id,Google,False
tw,ig,Google,False
tw,ilo,Google,False
tw,is,Google,False
tw,it,Google,False
tw,ja,Google,False
tw,jv,Google,False
tw,ka,Google,False
tw,kk,Google,False
tw,km,Google,False
tw,kn,Google,False
tw,ko,Google,False
tw,ku,Google,False
tw,ky,Google,False
tw,la,Google,False
tw,lb,Google,False
tw,lg,Google,False
tw,ln,Google,False
tw,lo,Google,False
tw,lt,Google,False
tw,lv,Google,False
tw,mai,Google,False
tw,mg,Google,False
tw,mi,Google,False
tw,mk,Google,False
tw,ml,Google,False
tw,mn,Google,False
tw,mni,Google,False
tw,mr,Google,False
tw,ms,Google,False
tw,mt,Google,False
tw,my,Google,False
tw,ne,Google,False
tw,nl,Google,False
tw,no,Google,False
tw,nso,Google,False
tw,ny,Google,False
tw,om,Google,False
tw,or,Google,False
tw,pa,Google,False
tw,pl,Google,False
tw,ps,Google,False
tw,pt,Google,False
tw,qu,Google,False
tw,ro,Google,False
tw,ru,Google,False
tw,rw,Google,False
tw,sa,Google,False
tw,sd,Google,False
tw,sh,Google,False
tw,si,Google,False
tw,simple,Google,False
tw,sk,Google,False
tw,sl,Google,False
tw,sm,Google,False
tw,sn,Google,False
tw,so,Google,False
tw,sq,Google,False
tw,sr,Google,False
tw,st,Google,False
tw,su,Google,False
tw,sv,Google,False
tw,sw,Google,False
tw,ta,Google,False
tw,te,Google,False
tw,tg,Google,False
tw,th,Google,False
tw,ti,Google,False
tw,tk,Google,False
tw,tl,Google,False
tw,tr,Google,False
tw,ts,Google,False
tw,tt,Google,False
tw,ug,Google,False
tw,uk,Google,False
tw,ur,Google,False
tw,uz,Google,False
tw,vi,Google,False
tw,wuu,Google,False
tw,xh,Google,False
tw,yi,Google,False
tw,yo,Google,False
tw,yue,Google,False
tw,zh,Google,False
tw,zu,Google,False
ug,af,Google,False
ug,am,Google,False
ug,ar,Google,False
ug,arz,Google,False
ug,as,Google,False
ug,ay,Google,False
ug,az,Google,False
ug,be,Google,False
ug,be-tarask,Google,False
ug,bg,Google,False
ug,bho,Google,False
ug,bm,Google,False
ug,bn,Google,False
ug,bs,Google,False
ug,ca,Google,False
ug,ceb,Google,False
ug,ckb,Google,False
ug,co,Google,False
ug,cs,Google,False
ug,cy,Google,False
ug,da,Google,False
ug,de,Google,False
ug,dv,Google,False
ug,ee,Google,False
ug,el,Google,False
ug,en,Google,False
ug,eo,Google,False
ug,es,Google,False
ug,et,Google,False
ug,eu,Google,False
ug,fa,Google,False
ug,fi,Google,False
ug,fr,Google,False
ug,fy,Google,False
ug,ga,Google,False
ug,gan,Google,False
ug,gd,Google,False
ug,gl,Google,False
ug,gn,Google,False
ug,gom,Google,False
ug,gu,Google,False
ug,ha,Google,False
ug,haw,Google,False
ug,he,Google,False
ug,hi,Google,False
ug,hr,Google,False
ug,ht,Google,False
ug,hu,Google,False
ug,hy,Google,False
ug,id,Google,False
ug,ig,Google,False
ug,ilo,Google,False
ug,is,Google,False
ug,it,Google,False
ug,ja,Google,False
ug,jv,Google,False
ug,ka,Google,False
ug,kk,Google,False
ug,km,Google,False
ug,kn,Google,False
ug,ko,Google,False
ug,ku,Google,False
ug,ky,Google,False
ug,la,Google,False
ug,lb,Google,False
ug,lg,Google,False
ug,ln,Google,False
ug,lo,Google,False
ug,lt,Google,False
ug,lv,Google,False
ug,mai,Google,False
ug,mg,Google,False
ug,mi,Google,False
ug,mk,Google,False
ug,ml,Google,False
ug,mn,Google,False
ug,mni,Google,False
ug,mr,Google,False
ug,ms,Google,False
ug,mt,Google,False
ug,my,Google,False
ug,ne,Google,False
ug,nl,Google,False
ug,no,Google,False
ug,nso,Google,False
ug,ny,Google,False
ug,om,Google,False
ug,or,Google,False
ug,pa,Google,False
ug,pl,Google,False
ug,ps,Google,False
ug,pt,Google,False
ug,qu,Google,False
ug,ro,Google,False
ug,ru,Google,False
ug,rw,Google,False
ug,sa,Google,False
ug,sd,Google,False
ug,sh,Google,False
ug,si,Google,False
ug,simple,Google,False
ug,sk,Google,False
ug,sl,Google,False
ug,sm,Google,False
ug,sn,Google,False
ug,so,Google,False
ug,sq,Google,False
ug,sr,Google,False
ug,st,Google,False
ug,su,Google,False
ug,sv,Google,False
ug,sw,Google,False
ug,ta,Google,False
ug,te,Google,False
ug,tg,Google,False
ug,th,Google,False
ug,ti,Google,False
ug,tk,Google,False
ug,tl,Google,False
ug,tr,Google,False
ug,ts,Google,False
ug,tt,Google,False
ug,tw,Google,False
ug,uk,Google,False
ug,ur,Google,False
ug,uz,Google,False
ug,vi,Google,False
ug,wuu,Google,False
ug,xh,Google,False
ug,yi,Google,False
ug,yo,Google,False
ug,yue,Google,False
ug,zh,Google,False
ug,zu,Google,False
uk,af,Google,False
uk,am,Google,False
uk,ar,Google,False
uk,arz,Google,False
uk,as,Google,False
uk,ay,Google,False
uk,az,Google,False
uk,be,Google,False
uk,be-tarask,Google,False
uk,bg,Google,False
uk,bho,Google,False
uk,bm,Google,False
uk,bn,Google,False
uk,bs,Google,False
uk,ca,Google,False
uk,ceb,Google,False
uk,ckb,Google,False
uk,co,Google,False
uk,cs,Google,False
uk,cy,Google,False
uk,da,Google,False
uk,de,Google,False
uk,dv,Google,False
uk,ee,Google,False
uk,el,Google,False
uk,en,Google,False
uk,eo,Google,False
uk,es,Google,False
uk,et,Google,False
uk,eu,Google,False
uk,fa,Google,False
uk,fi,Google,False
uk,fr,Google,False
uk,fy,Google,False
uk,ga,Google,False
uk,gan,Google,False
uk,gd,Google,False
uk,gl,Google,False
uk,gn,Google,False
uk,gom,Google,False
uk,gu,Google,False
uk,ha,Google,False
uk,haw,Google,False
uk,he,Google,False
uk,hi,Google,False
uk,hr,Google,False
uk,ht,Google,False
uk,hu,Google,False
uk,hy,Google,False
uk,id,Google,False
uk,ig,Google,False
uk,ilo,Google,False
uk,is,Google,False
uk,it,Google,False
uk,ja,Google,False
uk,jv,Google,False
uk,ka,Google,False
uk,kk,Google,False
uk,km,Google,False
uk,kn,Google,False
uk,ko,Google,False
uk,ku,Google,False
uk,ky,Google,False
uk,la,Google,False
uk,lb,Google,False
uk,lg,Google,False
uk,ln,Google,False
uk,lo,Google,False
uk,lt,Google,False
uk,lv,Google,False
uk,mai,Google,False
uk,mg,Google,False
uk,mi,Google,False
uk,mk,Google,False
uk,ml,Google,False
uk,mn,Google,False
uk,mni,Google,False
uk,mr,Google,False
uk,ms,Google,False
uk,mt,Google,False
uk,my,Google,False
uk,ne,Google,False
uk,nl,Google,False
uk,no,Google,False
uk,nso,Google,False
uk,ny,Google,False
uk,om,Google,False
uk,or,Google,False
uk,pa,Google,False
uk,pl,Google,False
uk,ps,Google,False
uk,pt,Google,False
uk,qu,Google,False
uk,ro,Google,False
uk,ru,Google,False
uk,rw,Google,False
uk,sa,Google,False
uk,sd,Google,False
uk,sh,Google,False
uk,si,Google,False
uk,simple,Google,False
uk,sk,Google,False
uk,sl,Google,False
uk,sm,Google,False
uk,sn,Google,False
uk,so,Google,False
uk,sq,Google,False
uk,sr,Google,False
uk,st,Google,False
uk,su,Google,False
uk,sv,Google,False
uk,sw,Google,False
uk,ta,Google,False
uk,te,Google,False
uk,tg,Google,False
uk,th,Google,False
uk,ti,Google,False
uk,tk,Google,False
uk,tl,Google,False
uk,tr,Google,False
uk,ts,Google,False
uk,tt,Google,False
uk,tw,Google,False
uk,ug,Google,False
uk,ur,Google,False
uk,uz,Google,False
uk,vi,Google,False
uk,wuu,Google,False
uk,xh,Google,False
uk,yi,Google,False
uk,yo,Google,False
uk,yue,Google,False
uk,zh,Google,True
uk,zu,Google,False
ur,af,Google,False
ur,am,Google,False
ur,ar,Google,False
ur,arz,Google,False
ur,as,Google,False
ur,ay,Google,False
ur,az,Google,False
ur,be,Google,False
ur,be-tarask,Google,False
ur,bg,Google,False
ur,bho,Google,False
ur,bm,Google,False
ur,bn,Google,False
ur,bs,Google,False
ur,ca,Google,False
ur,ceb,Google,False
ur,ckb,Google,False
ur,co,Google,False
ur,cs,Google,False
ur,cy,Google,False
ur,da,Google,False
ur,de,Google,False
ur,dv,Google,False
ur,ee,Google,False
ur,el,Google,False
ur,en,Google,False
ur,eo,Google,False
ur,es,Google,False
ur,et,Google,False
ur,eu,Google,False
ur,fa,Google,False
ur,fi,Google,False
ur,fr,Google,False
ur,fy,Google,False
ur,ga,Google,False
ur,gan,Google,False
ur,gd,Google,False
ur,gl,Google,False
ur,gn,Google,False
ur,gom,Google,False
ur,gu,Google,False
ur,ha,Google,False
ur,haw,Google,False
ur,he,Google,False
ur,hi,Google,False
ur,hr,Google,False
ur,ht,Google,False
ur,hu,Google,False
ur,hy,Google,False
ur,id,Google,False
ur,ig,Google,False
ur,ilo,Google,False
ur,is,Google,False
ur,it,Google,False
ur,ja,Google,False
ur,jv,Google,False
ur,ka,Google,False
ur,kk,Google,False
ur,km,Google,False
ur,kn,Google,False
ur,ko,Google,False
ur,ku,Google,False
ur,ky,Google,False
ur,la,Google,False
ur,lb,Google,False
ur,lg,Google,False
ur,ln,Google,False
ur,lo,Google,False
ur,lt,Google,False
ur,lv,Google,False
ur,mai,Google,False
ur,mg,Google,False
ur,mi,Google,False
ur,mk,Google,False
ur,ml,Google,False
ur,mn,Google,False
ur,mni,Google,False
ur,mr,Google,False
ur,ms,Google,False
ur,mt,Google,False
ur,my,Google,False
ur,ne,Google,False
ur,nl,Google,False
ur,no,Google,False
ur,nso,Google,False
ur,ny,Google,False
ur,om,Google,False
ur,or,Google,False
ur,pa,Google,False
ur,pl,Google,False
ur,ps,Google,False
ur,pt,Google,False
ur,qu,Google,False
ur,ro,Google,False
ur,ru,Google,False
ur,rw,Google,False
ur,sa,Google,False
ur,sd,Google,False
ur,sh,Google,False
ur,si,Google,False
ur,simple,Google,False
ur,sk,Google,False
ur,sl,Google,False
ur,sm,Google,False
ur,sn,Google,False
ur,so,Google,False
ur,sq,Google,False
ur,sr,Google,False
ur,st,Google,False
ur,su,Google,False
ur,sv,Google,False
ur,sw,Google,False
ur,ta,Google,False
ur,te,Google,False
ur,tg,Google,False
ur,th,Google,False
ur,ti,Google,False
ur,tk,Google,False
ur,tl,Google,False
ur,tr,Google,False
ur,ts,Google,False
ur,tt,Google,False
ur,tw,Google,False
ur,ug,Google,False
ur,uk,Google,False
ur,uz,Google,False
ur,vi,Google,False
ur,wuu,Google,False
ur,xh,Google,False
ur,yi,Google,False
ur,yo,Google,False
ur,yue,Google,False
ur,zh,Google,True
ur,zu,Google,False
uz,af,Google,False
uz,am,Google,False
uz,ar,Google,False
uz,arz,Google,False
uz,as,Google,False
uz,ay,Google,False
uz,az,Google,False
uz,be,Google,False
uz,be-tarask,Google,False
uz,bg,Google,False
uz,bho,Google,False
uz,bm,Google,False
uz,bn,Google,False
uz,bs,Google,False
uz,ca,Google,False
uz,ceb,Google,False
uz,ckb,Google,False
uz,co,Google,False
uz,cs,Google,False
uz,cy,Google,False
uz,da,Google,False
uz,de,Google,False
uz,dv,Google,False
uz,ee,Google,False
uz,el,Google,False
uz,en,Google,False
uz,eo,Google,False
uz,es,Google,False
uz,et,Google,False
uz,eu,Google,False
uz,fa,Google,False
uz,fi,Google,False
uz,fr,Google,False
uz,fy,Google,False
uz,ga,Google,False
uz,gan,Google,False
uz,gd,Google,False
uz,gl,Google,False
uz,gn,Google,False
uz,gom,Google,False
uz,gu,Google,False
uz,ha,Google,False
uz,haw,Google,False
uz,he,Google,False
uz,hi,Google,False
uz,hr,Google,False
uz,ht,Google,False
uz,hu,Google,False
uz,hy,Google,False
uz,id,Google,False
uz,ig,Google,False
uz,ilo,Google,False
uz,is,Google,False
uz,it,Google,False
uz,ja,Google,False
uz,jv,Google,False
uz,ka,Google,False
uz,kk,Google,False
uz,km,Google,False
uz,kn,Google,False
uz,ko,Google,False
uz,ku,Google,False
uz,ky,Google,False
uz,la,Google,False
uz,lb,Google,False
uz,lg,Google,False
uz,ln,Google,False
uz,lo,Google,False
uz,lt,Google,False
uz,lv,Google,False
uz,mai,Google,False
uz,mg,Google,False
uz,mi,Google,False
uz,mk,Google,False
uz,ml,Google,False
uz,mn,Google,False
uz,mni,Google,False
uz,mr,Google,False
uz,ms,Google,False
uz,mt,Google,False
uz,my,Google,False
uz,ne,Google,False
uz,nl,Google,False
uz,no,Google,False
uz,nso,Google,False
uz,ny,Google,False
uz,om,Google,False
uz,or,Google,False
uz,pa,Google,False
uz,pl,Google,False
uz,ps,Google,False
uz,pt,Google,False
uz,qu,Google,False
uz,ro,Google,False
uz,ru,Google,False
uz,rw,Google,False
uz,sa,Google,False
uz,sd,Google,False
uz,sh,Google,False
uz,si,Google,False
uz,simple,Google,False
uz,sk,Google,False
uz,sl,Google,False
uz,sm,Google,False
uz,sn,Google,False
uz,so,Google,False
uz,sq,Google,False
uz,sr,Google,False
uz,st,Google,False
uz,su,Google,False
uz,sv,Google,False
uz,sw,Google,False
uz,ta,Google,False
uz,te,Google,False
uz,tg,Google,False
uz,th,Google,False
uz,ti,Google,False
uz,tk,Google,False
uz,tl,Google,False
uz,tr,Google,False
uz,ts,Google,False
uz,tt,Google,False
uz,tw,Google,False
uz,ug,Google,False
uz,uk,Google,False
uz,ur,Google,False
uz,vi,Google,False
uz,wuu,Google,False
uz,xh,Google,False
uz,yi,Google,False
uz,yo,Google,False
uz,yue,Google,False
uz,zh,Google,True
uz,zu,Google,False
vi,af,Google,False
vi,am,Google,False
vi,ar,Google,False
vi,arz,Google,False
vi,as,Google,False
vi,ay,Google,False
vi,az,Google,False
vi,be,Google,False
vi,be-tarask,Google,False
vi,bg,Google,False
vi,bho,Google,False
vi,bm,Google,False
vi,bn,Google,False
vi,bs,Google,False
vi,ca,Google,False
vi,ceb,Google,False
vi,ckb,Google,False
vi,co,Google,False
vi,cs,Google,False
vi,cy,Google,False
vi,da,Google,False
vi,de,Google,False
vi,dv,Google,False
vi,ee,Google,False
vi,el,Google,False
vi,en,Google,False
vi,eo,Google,False
vi,es,Google,False
vi,et,Google,False
vi,eu,Google,False
vi,fa,Google,False
vi,fi,Google,False
vi,fr,Google,False
vi,fy,Google,False
vi,ga,Google,False
vi,gan,Google,False
vi,gd,Google,False
vi,gl,Google,False
vi,gn,Google,False
vi,gom,Google,False
vi,gu,Google,False
vi,ha,Google,False
vi,haw,Google,False
vi,he,Google,False
vi,hi,Google,False
vi,hr,Google,False
vi,ht,Google,False
vi,hu,Google,False
vi,hy,Google,False
vi,id,Google,False
vi,ig,Google,False
vi,ilo,Google,False
vi,is,Google,False
vi,it,Google,False
vi,ja,Google,False
vi,jv,Google,False
vi,ka,Google,False
vi,kk,Google,False
vi,km,Google,False
vi,kn,Google,False
vi,ko,Google,False
vi,ku,Google,False
vi,ky,Google,False
vi,la,Google,False
vi,lb,Google,False
vi,lg,Google,False
vi,ln,Google,False
vi,lo,Google,False
vi,lt,Google,False
vi,lv,Google,False
vi,mai,Google,False
vi,mg,Google,False
vi,mi,Google,False
vi,mk,Google,False
vi,ml,Google,False
vi,mn,Google,False
vi,mni,Google,False
vi,mr,Google,False
vi,ms,Google,False
vi,mt,Google,False
vi,my,Google,False
vi,ne,Google,False
vi,nl,Google,False
vi,no,Google,False
vi,nso,Google,False
vi,ny,Google,False
vi,om,Google,False
vi,or,Google,False
vi,pa,Google,False
vi,pl,Google,False
vi,ps,Google,False
vi,pt,Google,False
vi,qu,Google,False
vi,ro,Google,False
vi,ru,Google,False
vi,rw,Google,False
vi,sa,Google,False
vi,sd,Google,False
vi,sh,Google,False
vi,si,Google,False
vi,simple,Google,False
vi,sk,Google,False
vi,sl,Google,False
vi,sm,Google,False
vi,sn,Google,False
vi,so,Google,False
vi,sq,Google,False
vi,sr,Google,False
vi,st,Google,False
vi,su,Google,False
vi,sv,Google,False
vi,sw,Google,False
vi,ta,Google,False
vi,te,Google,False
vi,tg,Google,False
vi,th,Google,False
vi,ti,Google,False
vi,tk,Google,False
vi,tl,Google,False
vi,tr,Google,False
vi,ts,Google,False
vi,tt,Google,False
vi,tw,Google,False
vi,ug,Google,False
vi,uk,Google,False
vi,ur,Google,False
vi,uz,Google,False
vi,wuu,Google,False
vi,xh,Google,False
vi,yi,Google,False
vi,yo,Google,False
vi,yue,Google,False
vi,zh,Google,True
vi,zu,Google,False
wuu,af,Google,False
wuu,am,Google,False
wuu,ar,Google,False
wuu,arz,Google,False
wuu,as,Google,False
wuu,ay,Google,False
wuu,az,Google,False
wuu,be,Google,False
wuu,be-tarask,Google,False
wuu,bg,Google,False
wuu,bho,Google,False
wuu,bm,Google,False
wuu,bn,Google,False
wuu,bs,Google,False
wuu,ca,Google,False
wuu,ceb,Google,False
wuu,ckb,Google,False
wuu,co,Google,False
wuu,cs,Google,False
wuu,cy,Google,False
wuu,da,Google,False
wuu,de,Google,False
wuu,dv,Google,False
wuu,ee,Google,False
wuu,el,Google,False
wuu,en,Google,False
wuu,eo,Google,False
wuu,es,Google,False
wuu,et,Google,False
wuu,eu,Google,False
wuu,fa,Google,False
wuu,fi,Google,False
wuu,fr,Google,False
wuu,fy,Google,False
wuu,ga,Google,False
wuu,gan,Google,False
wuu,gd,Google,False
wuu,gl,Google,False
wuu,gn,Google,False
wuu,gom,Google,False
wuu,gu,Google,False
wuu,ha,Google,False
wuu,haw,Google,False
wuu,he,Google,False
wuu,hi,Google,False
wuu,hr,Google,False
wuu,ht,Google,False
wuu,hu,Google,False
wuu,hy,Google,False
wuu,id,Google,False
wuu,ig,Google,False
wuu,ilo,Google,False
wuu,is,Google,False
wuu,it,Google,False
wuu,ja,Google,False
wuu,jv,Google,False
wuu,ka,Google,False
wuu,kk,Google,False
wuu,km,Google,False
wuu,kn,Google,False
wuu,ko,Google,False
wuu,ku,Google,False
wuu,ky,Google,False
wuu,la,Google,False
wuu,lb,Google,False
wuu,lg,Google,False
wuu,ln,Google,False
wuu,lo,Google,False
wuu,lt,Google,False
wuu,lv,Google,False
wuu,mai,Google,False
wuu,mg,Google,False
wuu,mi,Google,False
wuu,mk,Google,False
wuu,ml,Google,False
wuu,mn,Google,False
wuu,mni,Google,False
wuu,mr,Google,False
wuu,ms,Google,False
wuu,mt,Google,False
wuu,my,Google,False
wuu,ne,Google,False
wuu,nl,Google,False
wuu,no,Google,False
wuu,nso,Google,False
wuu,ny,Google,False
wuu,om,Google,False
wuu,or,Google,False
wuu,pa,Google,False
wuu,pl,Google,False
wuu,ps,Google,False
wuu,pt,Google,False
wuu,qu,Google,False
wuu,ro,Google,False
wuu,ru,Google,False
wuu,rw,Google,False
wuu,sa,Google,False
wuu,sd,Google,False
wuu,sh,Google,False
wuu,si,Google,False
wuu,simple,Google,False
wuu,sk,Google,False
wuu,sl,Google,False
wuu,sm,Google,False
wuu,sn,Google,False
wuu,so,Google,False
wuu,sq,Google,False
wuu,sr,Google,False
wuu,st,Google,False
wuu,su,Google,False
wuu,sv,Google,False
wuu,sw,Google,False
wuu,ta,Google,False
wuu,te,Google,False
wuu,tg,Google,False
wuu,th,Google,False
wuu,ti,Google,False
wuu,tk,Google,False
wuu,tl,Google,False
wuu,tr,Google,False
wuu,ts,Google,False
wuu,tt,Google,False
wuu,tw,Google,False
wuu,ug,Google,False
wuu,uk,Google,False
wuu,ur,Google,False
wuu,uz,Google,False
wuu,vi,Google,False
wuu,xh,Google,False
wuu,yi,Google,False
wuu,yo,Google,False
wuu,yue,Google,False
wuu,zh,Google,False
wuu,zu,Google,False
xh,af,Google,False
xh,am,Google,False
xh,ar,Google,False
xh,arz,Google,False
xh,as,Google,False
xh,ay,Google,False
xh,az,Google,False
xh,be,Google,False
xh,be-tarask,Google,False
xh,bg,Google,False
xh,bho,Google,False
xh,bm,Google,False
xh,bn,Google,False
xh,bs,Google,False
xh,ca,Google,False
xh,ceb,Google,False
xh,ckb,Google,False
xh,co,Google,False
xh,cs,Google,False
xh,cy,Google,False
xh,da,Google,False
xh,de,Google,False
xh,dv,Google,False
xh,ee,Google,False
xh,el,Google,False
xh,en,Google,False
xh,eo,Google,False
xh,es,Google,False
xh,et,Google,False
xh,eu,Google,False
xh,fa,Google,False
xh,fi,Google,False
xh,fr,Google,False
xh,fy,Google,False
xh,ga,Google,False
xh,gan,Google,False
xh,gd,Google,False
xh,gl,Google,False
xh,gn,Google,False
xh,gom,Google,False
xh,gu,Google,False
xh,ha,Google,False
xh,haw,Google,False
xh,he,Google,False
xh,hi,Google,False
xh,hr,Google,False
xh,ht,Google,False
xh,hu,Google,False
xh,hy,Google,False
xh,id,Google,False
xh,ig,Google,False
xh,ilo,Google,False
xh,is,Google,False
xh,it,Google,False
xh,ja,Google,False
xh,jv,Google,False
xh,ka,Google,False
xh,kk,Google,False
xh,km,Google,False
xh,kn,Google,False
xh,ko,Google,False
xh,ku,Google,False
xh,ky,Google,False
xh,la,Google,False
xh,lb,Google,False
xh,lg,Google,False
xh,ln,Google,False
xh,lo,Google,False
xh,lt,Google,False
xh,lv,Google,False
xh,mai,Google,False
xh,mg,Google,False
xh,mi,Google,False
xh,mk,Google,False
xh,ml,Google,False
xh,mn,Google,False
xh,mni,Google,False
xh,mr,Google,False
xh,ms,Google,False
xh,mt,Google,False
xh,my,Google,False
xh,ne,Google,False
xh,nl,Google,False
xh,no,Google,False
xh,nso,Google,False
xh,ny,Google,False
xh,om,Google,False
xh,or,Google,False
xh,pa,Google,False
xh,pl,Google,False
xh,ps,Google,False
xh,pt,Google,False
xh,qu,Google,False
xh,ro,Google,False
xh,ru,Google,False
xh,rw,Google,False
xh,sa,Google,False
xh,sd,Google,False
xh,sh,Google,False
xh,si,Google,False
xh,simple,Google,False
xh,sk,Google,False
xh,sl,Google,False
xh,sm,Google,False
xh,sn,Google,False
xh,so,Google,False
xh,sq,Google,False
xh,sr,Google,False
xh,st,Google,False
xh,su,Google,False
xh,sv,Google,False
xh,sw,Google,False
xh,ta,Google,False
xh,te,Google,False
xh,tg,Google,False
xh,th,Google,False
xh,ti,Google,False
xh,tk,Google,False
xh,tl,Google,False
xh,tr,Google,False
xh,ts,Google,False
xh,tt,Google,False
xh,tw,Google,False
xh,ug,Google,False
xh,uk,Google,False
xh,ur,Google,False
xh,uz,Google,False
xh,vi,Google,False
xh,wuu,Google,False
xh,yi,Google,False
xh,yo,Google,False
xh,yue,Google,False
xh,zh,Google,False
xh,zu,Google,False
yi,af,Google,False
yi,am,Google,False
yi,ar,Google,False
yi,arz,Google,False
yi,as,Google,False
yi,ay,Google,False
yi,az,Google,False
yi,be,Google,False
yi,be-tarask,Google,False
yi,bg,Google,False
yi,bho,Google,False
yi,bm,Google,False
yi,bn,Google,False
yi,bs,Google,False
yi,ca,Google,False
yi,ceb,Google,False
yi,ckb,Google,False
yi,co,Google,False
yi,cs,Google,False
yi,cy,Google,False
yi,da,Google,False
yi,de,Google,False
yi,dv,Google,False
yi,ee,Google,False
yi,el,Google,False
yi,en,Google,False
yi,eo,Google,False
yi,es,Google,False
yi,et,Google,False
yi,eu,Google,False
yi,fa,Google,False
yi,fi,Google,False
yi,fr,Google,False
yi,fy,Google,False
yi,ga,Google,False
yi,gan,Google,False
yi,gd,Google,False
yi,gl,Google,False
yi,gn,Google,False
yi,gom,Google,False
yi,gu,Google,False
yi,ha,Google,False
yi,haw,Google,False
yi,he,Google,False
yi,hi,Google,False
yi,hr,Google,False
yi,ht,Google,False
yi,hu,Google,False
yi,hy,Google,False
yi,id,Google,False
yi,ig,Google,False
yi,ilo,Google,False
yi,is,Google,False
yi,it,Google,False
yi,ja,Google,False
yi,jv,Google,False
yi,ka,Google,False
yi,kk,Google,False
yi,km,Google,False
yi,kn,Google,False
yi,ko,Google,False
yi,ku,Google,False
yi,ky,Google,False
yi,la,Google,False
yi,lb,Google,False
yi,lg,Google,False
yi,ln,Google,False
yi,lo,Google,False
yi,lt,Google,False
yi,lv,Google,False
